# SSG Audit Database
# file_path	package	status	tested	last_audited	notes	source
ssg-js/src/main/scala/ssg/js/output/OutputStream.scala	output	pass	partial	2026-06-24	Re-audited 2026-06-24 (ISS-1114): prior 'getSymbolName ignores mangledName (ISS-059) + no source map (ISS-033)' STALE. printSymbol (:1995) dispatches mangledName||name per output.js:2341 (mangling now affects output); full source-map plumbing (addMapping:454/doAddMapping:393 + sourcemap/SourceMap.scala).	
ssg-js/src/main/scala/ssg/js/package.scala	js	pass	no	2026-04-07	Trivial package object — Version constant only. Not audited as it has no source counterpart.	
ssg-js/src/main/scala/ssg/js/parse/Parser.scala	parse	pass	partial	2026-04-07	3173 LOC vs parse.js parse() ~3630 (~87%). Recursive descent parser ported with mutable Parser class. ~96 def methods cover all expression and statement productions. Single 'simplified comment manipulation' note at line 1685 (cosmetic). Outer comment merging differs slightly from original but parse output is correct.	
ssg-js/src/main/scala/ssg/js/parse/Precedence.scala	parse	pass	no	2026-04-07	Intentionally empty placeholder file. PRECEDENCE map lives in Token.scala.	
ssg-js/src/main/scala/ssg/js/parse/Token.scala	parse	pass	partial	2026-04-07	Token type constants, keyword/operator/punctuator sets, number format predicates (hex/oct/es6oct/bin/dec/bigint), parseJsNumber, Unicode identifier helpers (isIdentifierStart/Char), surrogate-pair helpers, getFullChar/Length, fromCharCode. Replaces parse.js makePredicate with Set/Map.	
ssg-js/src/main/scala/ssg/js/parse/Tokenizer.scala	parse	pass	partial	2026-04-07	1023 LOC, comparable to tokenizer closure in parse.js. Mutable state matches original S object. EofException sentinel replaces JS exception. No TODOs.	
ssg-js/src/main/scala/ssg/js/scope/Mangler.scala	scope	minor_issues	partial	2026-04-07	552 LOC. Base54 identifier generator, Mangler.mangleNames, formatOptions, expandNames, computeCharFrequency, findCollidingNames all ported. expandNames does mutate orig/references symbol .name fields directly so it works. mangleNames only updates SymbolDef.mangledName — relies on output dispatching to def.mangled_name which is broken in OutputStream (ISS-059). So Mangler runs correctly but produces no output change.	
ssg-js/src/main/scala/ssg/js/scope/PropMangler.scala	scope	pass	partial	2026-04-07	693 LOC. mangleProperties + manglePrivateProperties two-pass walker (collect candidates, then transform). Mutates fields directly via field assignment so it works around the missing TreeTransformer.transform() (ISS-057). builtinNames subset of original DOM property list. Reasonable port.	
ssg-js/src/main/scala/ssg/js/scope/ScopeAnalysis.scala	scope	pass	partial	2026-04-07	686 LOC. 4-pass figure_out_scope ported (chain setup, back-references, IE8 catch, Safari loop fix). Module-level mutable state mirrors original. def_variable/def_function/find_variable helpers present. One XXX HACK comment at line 387 carries forward from original.	
ssg-js/src/main/scala/ssg/js/scope/SymbolDef.scala	scope	pass	partial	2026-04-07	194 LOC. SymbolDef class with name, orig, init, scope, references, global, exportFlag, mangledName, undeclared, id, chained, directAccess, escaped, recursiveRefs, assignments, replaced, singleUse, fixed, eliminated, shouldReplace. fixedValue/unmangleable/mangle methods. redefinedCatchDef helper. Matches original SymbolDef class scope.js:127-194.	
ssg-liquid/src/main/scala/ssg/liquid/Insertion.scala	liquid	pass	no	2026-04-07	Matches Java; constructor logic preserved	
ssg-liquid/src/main/scala/ssg/liquid/Insertions.scala	liquid	minor_issues	no	2026-04-07	blockNames/tagNames exposed as public def (Java package-private). All else matches.	
ssg-liquid/src/main/scala/ssg/liquid/LValue.scala	liquid	minor_issues	no	2026-04-07	Date/temporal coercion fragile; asFormattedNumber trailing-zero divergence. ISS-020, ISS-021, gap-analysis §4.2.	
ssg-liquid/src/main/scala/ssg/liquid/Nullable.scala	liquid	pass	no	2026-04-07	Borrowed from SGE; no liqp counterpart. Utility infrastructure.	
ssg-liquid/src/main/scala/ssg/liquid/PlainBigDecimal.scala	liquid	minor_issues	no	2026-04-07	toPlainString workaround for Native; manual sci-notation removal could diverge from Java BigDecimal in edge cases (negative scale, very large/small).	
ssg-liquid/src/main/scala/ssg/liquid/RenderTransformer.scala	liquid	pass	no	2026-04-07	Matches Java interface structure	
ssg-liquid/src/main/scala/ssg/liquid/RenderTransformerDefaultImpl.scala	liquid	pass	no	2026-04-07	State-machine variant of Java's lambda chain — equivalent behavior	
ssg-liquid/src/main/scala/ssg/liquid/Template.scala	liquid	minor_issues	no	2026-06-24	Re-audited 2026-06-24 (ISS-1114): prior '14%/missing guards/include_relative broken' STALE. Ported vs liqp Template.java: max-template-size guard (:88), render-time guard (:108), errors() (:67), REGISTRY_ROOT_FOLDER (:177), env-map configurator (:166); 41% ratio (208/504). Remaining: JSON/Inspectable/varargs/ExecutorService render overloads deliberately omitted in DataView mode (no Jackson/reflection/thread-pools); EAGER-no-op by design (eager machinery in TemplateParser).	
ssg-liquid/src/main/scala/ssg/liquid/TemplateContext.scala	liquid	minor_issues	no	2026-04-07	Missing getDateParser, template field, public checkForMaxIterations. getRootFolder returns Any instead of Path.	
ssg-liquid/src/main/scala/ssg/liquid/TemplateParser.scala	liquid	major_issues	no	2026-04-07	Builder missing 7 setters; parse() only String overload; default flavor LIQP→JEKYLL. ISS-012..ISS-014, ISS-030, gap-analysis §4.1.	
ssg-liquid/src/main/scala/ssg/liquid/antlr/LocalFSNameResolver.scala	antlr	pass	no	2026-04-07	Reads file content directly instead of returning CharStream. Behavior matches.	
ssg-liquid/src/main/scala/ssg/liquid/antlr/NameResolver.scala	antlr	pass	no	2026-04-07	Java's getLocationFromCharStream replaced with sourceName field on ResolvedSource. Default and InMemory subtypes added (extension).	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Block.scala	blocks	pass	no	2026-04-07	1:1 port. Abstract extends Insertion with optional name constructor.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Capture.scala	blocks	pass	no	2026-04-07	1:1 port. context.put(id, block.render, global=true).	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Case.scala	blocks	pass	no	2026-04-07	1:1 port. boundary/break replaces early returns; else-block tail + hit accumulator preserved.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Comment.scala	blocks	pass	no	2026-04-07	1:1 port. Returns ''.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Cycle.scala	blocks	pass	no	2026-04-07	1:1 port. Inner CycleGroup → companion object private class. Uses REGISTRY_CYCLE, elements list, group.next with wrap-around.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/For.scala	blocks	pass	no	2026-04-07	Faithful port. Stack → java.util.ArrayDeque (Stack is legacy), boundary/break replaces early returns, renderForLoopBody returns isBreak. ForLoopDrop → companion object class. Array/range branches preserved with offset/limit/reversed, forloop registry.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/If.scala	blocks	pass	no	2026-04-07	1:1 port. boundary/break over elsif-chain pairs (expr,block).	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Ifchanged.scala	blocks	pass	no	2026-04-07	1:1 port. Compares String.valueOf to REGISTRY_IFCHANGED; returns rendered or null.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Raw.scala	blocks	pass	no	2026-04-07	1:1 port. Passes through nodes[0].render unchanged.	
ssg-liquid/src/main/scala/ssg/liquid/blocks/Tablerow.scala	blocks	minor_issues	no	2026-04-04		
ssg-liquid/src/main/scala/ssg/liquid/blocks/Unless.scala	blocks	pass	no	2026-04-07	1:1 port. boundary/break over elsif-chain pairs, negated condition, default '' return.	
ssg-liquid/src/main/scala/ssg/liquid/exceptions/ExceededMaxIterationsException.scala	exceptions	pass	no	2026-04-07	Matches Java	
ssg-liquid/src/main/scala/ssg/liquid/exceptions/IncompatibleTypeComparisonException.scala	exceptions	pass	no	2026-04-07	Matches Java	
ssg-liquid/src/main/scala/ssg/liquid/exceptions/LiquidException.scala	exceptions	minor_issues	no	2026-04-07	Java's RecognitionException-based constructors and createMessage() (token name lookup, InputMismatch/FailedPredicate/NoViableAlt formatting) all dropped — port has only basic withContext helper. Acceptable since port has its own parser.	
ssg-liquid/src/main/scala/ssg/liquid/exceptions/VariableNotExistException.scala	exceptions	pass	no	2026-04-07	Matches Java; getVariableName→variableName val	
ssg-liquid/src/main/scala/ssg/liquid/filters/Abs.scala	filters	pass	no	2026-04-07	1:1 port. isInteger path → longValue, else PlainBigDecimal.abs, else 0.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Absolute_Url.scala	filters	minor_issues	no	2026-04-07	Drops IDN.toASCII/convertUnicodeURLToAscii punicode handling, trailing-slash preservation, and context.addError on URISyntaxException. Also extends Filter directly instead of Relative_Url. Functional for ASCII URLs; fails on unicode domains.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Append.scala	filters	pass	no	2026-04-07	1:1 port. Concatenation of asString(value)+asString(get(0,params)).	
ssg-liquid/src/main/scala/ssg/liquid/filters/At_Least.scala	filters	pass	no	2026-04-07	1:1 port. Returns max(value, params[0]) using doubleValue comparison.	
ssg-liquid/src/main/scala/ssg/liquid/filters/At_Most.scala	filters	pass	no	2026-04-07	1:1 port. Returns min(value, params[0]) using doubleValue comparison.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Capitalize.scala	filters	pass	no	2026-04-07	1:1 port. charAt(0).toUpper + substring(1).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Ceil.scala	filters	pass	no	2026-04-07	1:1 port. Math.ceil(doubleValue).toLong.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Compact.scala	filters	pass	no	2026-04-07	1:1 port. Array filter, removes nulls via ArrayList.add loop.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Concat.scala	filters	pass	no	2026-04-07	1:1 port. checkParams(1), requires param[0] array, addAll both and toArray.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Date.scala	filters	major_issues	no	2026-04-07	ISO-8601-only parsing; ~15 strftime directives missing; filters/date/* (5 files) skipped. ISS-017, ISS-018, ISS-027, gap-analysis §4.10.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Default.scala	filters	pass	no	2026-04-07	1:1 port. Returns params[0] if isFalsy(value), else value.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Divided_By.scala	filters	pass	no	2026-04-07	1:1 port. null→0L, canBeInteger path uses longValue, else doubleValue division.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Downcase.scala	filters	pass	no	2026-04-07	1:1 port. asString(value).toLowerCase.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Escape.scala	filters	pass	no	2026-04-07	1:1 port. 4 HTML escape replace calls.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Escape_Once.scala	filters	pass	no	2026-04-07	Intentional rewrite: Java's negative-lookahead regex replaced with manual scanner (findEntityEnd for named/decimal/hex entities) for Scala Native re2 compatibility. Semantics preserved.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Filter.scala	filters	pass	no	2026-04-07	1:1 port. Abstract base; name field derived from class simpleName; checkParams/get helpers identical.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Filters.scala	filters	pass	no	2026-04-07	1:1 port. Immutable map, EMPTY sentinel, COMMON_FILTERS + JEKYLL_EXTRA_FILTERS + JEKYLL_FILTERS. MapFilter rename for Scala Map clash. Json included in COMMON_FILTERS (Java has it too).	
ssg-liquid/src/main/scala/ssg/liquid/filters/First.scala	filters	pass	no	2026-04-07	1:1 port. asArray, return null if empty else array[0].	
ssg-liquid/src/main/scala/ssg/liquid/filters/Floor.scala	filters	pass	no	2026-04-07	1:1 port. Math.floor(doubleValue).toLong.	
ssg-liquid/src/main/scala/ssg/liquid/filters/H.scala	filters	pass	no	2026-04-07	Idiom: uses private Escape instance instead of Filters.COMMON_FILTERS.get('escape') lookup; avoids init-order reliance. Behavior identical.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Join.scala	filters	pass	no	2026-04-07	1:1 port. newObjectAppender loop with glue separator.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Json.scala	filters	minor_issues	no	2026-04-07	Hand-rolled vs Jackson: no cycles, no TemporalAccessor, no Inspectable, NaN/Infinity invalid. ISS-019, gap-analysis §4.12.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Last.scala	filters	pass	no	2026-04-07	1:1 port. array.length==0 ? null : array[length-1].	
ssg-liquid/src/main/scala/ssg/liquid/filters/Lstrip.scala	filters	pass	no	2026-04-07	1:1 port. replaceAll('^\\s+', ''). Regex works under re2.	
ssg-liquid/src/main/scala/ssg/liquid/filters/MapFilter.scala	filters	pass	no	2026-04-07	Rename: Map → MapFilter (Scala scala.collection.Map clash). Bug fix: Scala match on obj not value (Java had a latent bug matching on outer 'value' inside loop).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Minus.scala	filters	pass	no	2026-04-07	1:1 port. isNumber check, canBeInteger long path, else PlainBigDecimal subtract.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Modulo.scala	filters	pass	no	2026-04-07	1:1 port. null→0L, canBeInteger long %, else PlainBigDecimal remainder.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Newline_To_Br.scala	filters	pass	no	2026-04-07	1:1 port. replaceAll('[\\n]', '<br />\\n').	
ssg-liquid/src/main/scala/ssg/liquid/filters/Normalize_Whitespace.scala	filters	pass	no	2026-04-07	1:1 port. Pattern '\\s+' → replaceAll ' '.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Plus.scala	filters	pass	no	2026-04-07	1:1 port. isNumber check, canBeInteger long path, else PlainBigDecimal add.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Pop.scala	filters	pass	no	2026-04-07	1:1 port. params switch 0/1/default; asList subList(0, remainingSize).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Prepend.scala	filters	pass	no	2026-04-07	1:1 port. asString(get(0,params)) + asString(value).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Push.scala	filters	pass	no	2026-04-07	1:1 port. ArrayList addAll valueList + paramList.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Relative_Url.scala	filters	major_issues	no	2026-04-07	Simplified URL handling: isValidAbsoluteUrl is startsWith http://|https://|// only (Java uses URI scheme detection for any scheme). getRelativeUrl drops URI normalization, query/anchor split, toASCIIString encoding, and context.addError on URISyntaxException. objectToMap drops Inspectable LiquidSupport dispatch. Custom schemes (mailto:, ftp:), URLs with unicode or unusual paths, and Inspectable site objects all behave differently.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Remove.scala	filters	pass	no	2026-04-07	1:1 port. original.replace(String.valueOf(needle), '').	
ssg-liquid/src/main/scala/ssg/liquid/filters/Remove_First.scala	filters	pass	no	2026-04-07	1:1 port. replaceFirst(Pattern.quote(needle), '').	
ssg-liquid/src/main/scala/ssg/liquid/filters/Replace.scala	filters	pass	no	2026-04-07	1:1 port. original.replace(needle, replacement); null replacement error.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Replace_First.scala	filters	pass	no	2026-04-07	1:1 port. replaceFirst(Pattern.quote(needle), Matcher.quoteReplacement(replacement)).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Reverse.scala	filters	pass	no	2026-04-07	1:1 port. ArrayList + Collections.reverse + toArray.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Round.scala	filters	pass	no	2026-04-07	Intentional rewrite: DecimalFormat → BigDecimal.setScale(n, HALF_UP) for Native compatibility. Returns PlainBigDecimal. Behavior equivalent.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Rstrip.scala	filters	pass	no	2026-04-07	1:1 port. replaceAll('\\s+$', '').	
ssg-liquid/src/main/scala/ssg/liquid/filters/Shift.scala	filters	pass	no	2026-04-07	1:1 port. params switch 0/1/default; asList subList(shiftIndex, size).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Size.scala	filters	pass	no	2026-04-07	1:1 port. Inspectable dispatch → toLiquid, then isMap/isArray/isString/isNumber branches; 8 for numbers; 0 else.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Slice.scala	filters	pass	no	2026-04-07	1:1 port. checkParams(1,2); negative offset wraps; out-of-range → ''; Arrays.copyOfRange or substring. Branch structure duplicated vs Java's unified totalLength but semantically equivalent.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Sort.scala	filters	pass	no	2026-04-07	1:1 port. Map→ComparableMapEntry list path, Collection empty fast-exit, Collections.sort with Inspectable LiquidSupport dispatch on property path. SortableMap as inner HashMap with Comparable. LinkedHashMap roundtrip for map.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Sort_Natural.scala	filters	pass	no	2026-04-07	1:1 port. Collections.sort with case-insensitive Comparator.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Split.scala	filters	minor_issues	no	2026-04-07	Intentional rewrite drops Java's '(?<\!^)' look-behind (Native re2 lacks it). Comment claims no leading empty but implementation uses Pattern.quote with limit=-1 which DOES produce leading empty when string starts with delimiter. Minor semantic divergence when input begins with delimiter. Also adds empty-delimiter special case (Array(original)) not in Java.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Strip.scala	filters	pass	no	2026-04-07	1:1 port. asString.trim().	
ssg-liquid/src/main/scala/ssg/liquid/filters/Strip_HTML.scala	filters	pass	no	2026-04-07	Intentional rewrite: Java's (?s)-like multi-line regex replaced with manual case-insensitive scanner (removeBlocks for script/style, removeComments, removeTags). Preserves unclosed '<' unlike Java regex which would consume it. Documented for Native re2 compatibility.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Strip_Newlines.scala	filters	pass	no	2026-04-07	1:1 port. replaceAll '[\\r\\n]+' (Java uses possessive ++; Scala/re2 plain + is equivalent here).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Times.scala	filters	pass	no	2026-04-07	1:1 port. null→0L, canBeInteger long*, else PlainBigDecimal multiply.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Truncate.scala	filters	pass	no	2026-04-07	1:1 port. length=50/'...' defaults; marker-covers-all edge case preserved.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Truncatewords.scala	filters	pass	no	2026-04-07	1:1 port. split('\\s+') (Java uses possessive '\\s++'; equivalent in greedy split).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Uniq.scala	filters	pass	no	2026-04-07	1:1 port. LinkedHashSet preserves insertion order.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Unshift.scala	filters	pass	no	2026-04-07	1:1 port. paramList then valueList (vs Push which is reverse).	
ssg-liquid/src/main/scala/ssg/liquid/filters/Upcase.scala	filters	pass	no	2026-04-07	1:1 port. asString.toUpperCase.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Url_Decode.scala	filters	pass	no	2026-04-07	1:1 port. URLDecoder.decode UTF-8 with catch-all returning original value.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Url_Encode.scala	filters	pass	no	2026-04-07	1:1 port. URLEncoder.encode UTF-8 with catch-all returning original value.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Where.scala	filters	major_issues	no	2026-04-07	Inline rewrite missing dotted paths, POJO support, nil/empty/blank, collection-property, numeric coercion. filters/where/* (5 files) skipped. ISS-016, ISS-028, gap-analysis §4.11.	
ssg-liquid/src/main/scala/ssg/liquid/filters/Where_Exp.scala	filters	minor_issues	no	2026-04-07	matchCondition builds new HashMap copying parent vars and calls render(vars) vs Java's renderUnguarded(singletonMap, context, false): loses parent scope stack for filters/aliases, and truthiness is non-empty/non-'false' vs Java's strict 'true'.equals(res). Subtle divergence when expression renders to values other than 'true'/'false'.	
